w_equity,w_options,w_beta,sharpe,annualized_return,annualized_vol,max_drawdown
0.0,4.0,0.75,1.042040391504519,0.18521345443887993,0.1781409796669706,-0.4912583899507064
0.0,4.0,1.0,1.0571282730022256,0.18760187833938957,0.17741814963698402,-0.5008762097762555
0.5,0.0,0.0,1.2888816209118035,0.04618403870507204,0.03552273261498701,-0.1287627802373872
0.5,0.0,0.25,1.1458373945926454,0.0614204651312007,0.05326501033692251,-0.11454246857629452
0.5,0.0,0.5,0.8897123705470807,0.07385236598867828,0.08406527704835448,-0.19663442843121032
0.5,0.0,0.75,0.7712312694063364,0.0843727877654683,0.11337222437122448,-0.2842333186440524
0.5,0.0,1.0,0.7087216324408936,0.09350394192728628,0.13994937437397648,-0.3553256822186187
0.5,0.5,0.0,1.6116815711600654,0.08510428598191844,0.05150562914158078,-0.10695641521296936
0.5,0.5,0.25,1.5700255287314544,0.0941459121224566,0.058401311192932674,-0.16445522222538347
0.5,0.5,0.5,1.306033294277288,0.10215072169210604,0.07673865696205796,-0.21880094784597834
0.5,0.5,0.75,1.112618239054743,0.10933764440869997,0.09755294497133815,-0.2643678466501109
0.5,0.5,1.0,0.9880276943120962,0.11586237562993973,0.11802458663654684,-0.3019448376020613
0.5,1.0,0.0,1.3959759840022308,0.10985077081665517,0.07677133810772156,-0.19244102599504007
0.5,1.0,0.25,1.4560857754149499,0.11633065982944113,0.0776525323889329,-0.2317790605099437
0.5,1.0,0.5,1.37579640089547,0.1222705212341264,0.08657899402240965,-0.2726470543291611
0.5,1.0,0.75,1.257951621208133,0.12775572636688382,0.09952764547725808,-0.30676065847609507
0.5,1.0,1.0,1.151322737293468,0.13285272520068614,0.11400857564737349,-0.3366014084358111
0.5,2.0,0.0,1.195726871069165,0.1427333431979465,0.11729281438152221,-0.3035654575441476
0.5,2.0,0.25,1.2588883584899322,0.14690785527811667,0.11402033607807834,-0.32484386056230397
0.5,2.0,0.5,1.278865457443751,0.15085731450590067,0.11503051277280801,-0.34690861612114987
0.5,2.0,0.75,1.2656009808282451,0.15460540964953262,0.11920170862752842,-0.36942281084273654
0.5,2.0,1.0,1.2326342613372767,0.15817224434918398,0.12552911071269776,-0.389129277592162
0.5,3.0,0.0,1.1030292361825202,0.16530686881565648,0.14859012910129213,-0.37115243339482745
0.5,3.0,0.25,1.153321423761536,0.16840462502084175,0.1438403215837211,-0.3843735957677757
0.5,3.0,0.5,1.1853173069864122,0.1713789430413295,0.14189073056994142,-0.3963969292192449
0.5,3.0,0.75,1.2002292851776266,0.17423956314698175,0.14221749343980744,-0.4116120024652837
0.5,3.0,1.0,1.2010723713299103,0.17699510620676384,0.14433776054214026,-0.42604530308191163
0.5,4.0,0.0,1.0480278820100655,0.1826003280911832,0.17432975805865636,-0.4167256911790134
0.5,4.0,0.25,1.0888128549151286,0.18507125938022284,0.1689052943418926,-0.4254166630286969
0.5,4.0,0.5,1.1199469740977956,0.18746409791434493,0.16554325057397237,-0.4336053984684222
