quarter,trailing_nav_used,base_unit,n_new_positions,cap_status,n_dropped_low_conviction,quarter_realized_pnl
2006Q4,15183612.580749987,30367.225161499973,2097,priority_capped,1054,232898.1802246548
2007Q1,15416510.760974642,30833.021521949286,2406,priority_capped,1285,218257.37184357797
2007Q2,15634768.13281822,31269.53626563644,2189,priority_capped,1136,255681.21486620448
2007Q3,15890449.347684424,31780.89869536885,2199,priority_capped,1181,619811.3808623417
2007Q4,16510260.728546767,33020.521457093535,2473,priority_capped,1389,417188.7488026684
2008Q1,16927449.477349434,33854.89895469887,2153,priority_capped,1007,153776.52138442002
2008Q2,17081225.998733856,34162.45199746771,2286,priority_capped,1105,319915.30971030565
2008Q3,17401141.30844416,34802.282616888326,2245,priority_capped,1039,137330.67692074645
2008Q4,17538471.985364906,35076.943970729815,2216,priority_capped,1180,1185918.9629482096
2009Q1,18724390.948313117,37448.781896626235,2167,priority_capped,978,-1229423.7620692614
2009Q2,17494967.186243854,34989.93437248771,2118,priority_capped,888,-39653.39018138481
2009Q3,17455313.79606247,34910.62759212494,2115,priority_capped,835,140716.28946365326
2009Q4,17596030.085526124,35192.060171052246,2104,priority_capped,909,-76558.50907543796
2010Q1,17519471.576450687,35038.943152901375,2123,priority_capped,1043,110945.86935886058
2010Q2,17630417.445809547,35260.834891619095,2132,priority_capped,1095,139579.48715471366
2010Q3,17769996.93296426,35539.993865928525,2130,priority_capped,1031,277876.7198091084
2010Q4,18047873.65277337,36095.74730554674,2153,priority_capped,1044,-76237.23101635852
2011Q1,17971636.42175701,35943.272843514016,2127,priority_capped,1054,65287.72212558216
2011Q2,18036924.14388259,36073.848287765184,2147,priority_capped,1113,83980.94136466202
2011Q3,18120905.085247252,36241.81017049451,2085,priority_capped,1121,-234544.3326161142
2011Q4,17886360.75263114,35772.72150526228,2333,priority_capped,1300,591454.8697990928
2012Q1,18477815.62243023,36955.631244860466,2098,priority_capped,1087,232314.15395245317
2012Q2,18710129.776382685,37420.25955276537,2125,priority_capped,1084,446948.52093466336
2012Q3,19157078.29731735,38314.1565946347,2363,priority_capped,1190,-155890.45641237882
2012Q4,19001187.84090497,38002.37568180994,2120,priority_capped,947,-386778.53552941146
2013Q1,18614409.305375557,37228.818610751114,2087,priority_capped,1105,271519.04278326477
2013Q2,18885928.34815882,37771.85669631764,2085,priority_capped,1052,100316.80860232406
2013Q3,18986245.156761147,37972.49031352229,2100,priority_capped,1077,628265.9887854162
2013Q4,19614511.145546563,39229.022291093126,2049,priority_capped,1086,-108228.90168714541
2014Q1,19506282.243859418,39012.56448771884,0,ok,0,82139.6581114417
2014Q2,19588421.90197086,39176.84380394172,0,ok,0,-6065.379273548357
